"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20180801","수","남","40대","서울특별시","강남구","개포동","중국집","5"
"20180801","수","여","30대","서울특별시","강남구","논현동","중국집","38"
"20180801","수","여","60대이상","서울특별시","강남구","압구정동","중국집","5"
"20180801","수","여","60대이상","서울특별시","강남구","수서동","중국집","5"
"20180801","수","여","30대","서울특별시","강남구","대치동","중국집","5"
"20180801","수","여","30대","서울특별시","강남구","일원동","중국집","5"
"20180801","수","남","20대","서울특별시","강남구","역삼동","중국집","51"
"20180801","수","남","60대이상","서울특별시","강남구","세곡동","중국집","5"
"20180801","수","남","30대","서울특별시","강남구","개포동","중국집","5"
"20180801","수","남","50대","서울특별시","강남구","압구정동","중국집","5"
"20180801","수","여","40대","서울특별시","강남구","논현동","중국집","38"
"20180801","수","여","40대","서울특별시","강남구","세곡동","중국집","9"
"20180801","수","여","40대","서울특별시","강남구","압구정동","중국집","5"
"20180801","수","여","40대","서울특별시","강남구","역삼동","중국집","56"
"20180801","수","여","40대","서울특별시","강남구","일원동","중국집","5"
"20180801","수","남","60대이상","서울특별시","강남구","일원동","중국집","5"
"20180801","수","남","50대","서울특별시","강남구","삼성동","중국집","69"
"20180801","수","남","50대","서울특별시","강남구","논현동","중국집","30"
"20180801","수","여","50대","서울특별시","강남구","일원동","중국집","5"
"20180801","수","여","50대","서울특별시","강남구","역삼동","중국집","28"
"20180801","수","여","50대","서울특별시","강남구","세곡동","중국집","5"
"20180801","수","여","50대","서울특별시","강남구","개포동","중국집","5"
"20180801","수","여","10대","서울특별시","강남구","일원동","중국집","5"
"20180801","수","남","60대이상","서울특별시","강남구","논현동","중국집","17"
"20180801","수","여","20대","서울특별시","강남구","도곡동","중국집","5"
"20180801","수","여","20대","서울특별시","강남구","세곡동","중국집","8"
"20180801","수","여","20대","서울특별시","강남구","압구정동","중국집","5"
"20180801","수","남","10대","서울특별시","강남구","개포동","중국집","5"
"20180801","수","남","30대","서울특별시","강남구","수서동","중국집","5"
"20180801","수","남","30대","서울특별시","강남구","삼성동","중국집","95"
"20180801","수","남","30대","서울특별시","강남구","도곡동","중국집","5"
"20180801","수","남","10대","서울특별시","강남구","삼성동","중국집","15"
"20180801","수","남","10대","서울특별시","강남구","역삼동","중국집","5"
"20180801","수","남","10대","서울특별시","강남구","논현동","중국집","5"
"20180801","수","여","60대이상","서울특별시","강남구","일원동","중국집","5"
"20180801","수","여","60대이상","서울특별시","강남구","역삼동","중국집","15"
"20180801","수","남","30대","서울특별시","강남구","신사동","중국집","5"
"20180801","수","남","20대","서울특별시","강남구","대치동","중국집","5"
"20180801","수","남","20대","서울특별시","강남구","세곡동","중국집","5"
"20180801","수","남","40대","서울특별시","강남구","압구정동","중국집","5"
"20180801","수","남","40대","서울특별시","강남구","세곡동","중국집","7"
"20180801","수","남","40대","서울특별시","강남구","삼성동","중국집","88"
"20180801","수","남","40대","서울특별시","강남구","도곡동","중국집","5"
"20180801","수","남","40대","서울특별시","강남구","대치동","중국집","5"
"20180801","수","여","60대이상","서울특별시","강남구","삼성동","중국집","41"
