"일자","요일","성별","연령","발신지_시도","발신지_구","발신지_동","통화건수"
"20180901","토","남","50대","서울특별시","강남구","역삼동","5"
"20180901","토","남","50대","서울특별시","강남구","일원동","5"
"20180901","토","여","40대","서울특별시","강남구","역삼동","16"
"20180901","토","여","40대","서울특별시","강남구","압구정동","5"
"20180901","토","여","40대","서울특별시","강남구","세곡동","5"
"20180901","토","여","40대","서울특별시","강남구","삼성동","36"
"20180901","토","여","40대","서울특별시","강남구","대치동","5"
"20180901","토","여","40대","서울특별시","강남구","논현동","16"
"20180901","토","여","40대","서울특별시","강남구","개포동","10"
"20180901","토","여","50대","서울특별시","강남구","개포동","5"
"20180901","토","여","50대","서울특별시","강남구","논현동","5"
"20180901","토","여","50대","서울특별시","강남구","삼성동","8"
"20180901","토","여","50대","서울특별시","강남구","세곡동","5"
"20180901","토","여","50대","서울특별시","강남구","수서동","5"
"20180901","토","여","50대","서울특별시","강남구","역삼동","5"
"20180901","토","남","10대","서울특별시","강남구","삼성동","6"
"20180901","토","남","20대","서울특별시","강남구","개포동","5"
"20180901","토","남","20대","서울특별시","강남구","논현동","14"
"20180901","토","남","20대","서울특별시","강남구","대치동","5"
"20180901","토","남","20대","서울특별시","강남구","삼성동","19"
"20180901","토","남","20대","서울특별시","강남구","압구정동","5"
"20180901","토","남","20대","서울특별시","강남구","역삼동","19"
"20180901","토","여","30대","서울특별시","강남구","역삼동","12"
"20180901","토","여","30대","서울특별시","강남구","압구정동","5"
"20180901","토","여","30대","서울특별시","강남구","세곡동","5"
"20180901","토","여","30대","서울특별시","강남구","삼성동","15"
"20180901","토","여","30대","서울특별시","강남구","논현동","15"
"20180901","토","여","30대","서울특별시","강남구","개포동","7"
"20180901","토","남","10대","서울특별시","강남구","논현동","5"
"20180901","토","남","30대","서울특별시","강남구","개포동","5"
"20180901","토","남","30대","서울특별시","강남구","논현동","7"
"20180901","토","남","30대","서울특별시","강남구","도곡동","5"
"20180901","토","남","30대","서울특별시","강남구","삼성동","20"
"20180901","토","남","30대","서울특별시","강남구","압구정동","5"
"20180901","토","남","30대","서울특별시","강남구","역삼동","16"
"20180901","토","여","20대","서울특별시","강남구","역삼동","11"
"20180901","토","여","20대","서울특별시","강남구","삼성동","11"
"20180901","토","여","20대","서울특별시","강남구","도곡동","5"
"20180901","토","여","20대","서울특별시","강남구","대치동","5"
"20180901","토","여","20대","서울특별시","강남구","논현동","11"
"20180901","토","여","20대","서울특별시","강남구","개포동","5"
"20180901","토","여","60대이상","서울특별시","강남구","역삼동","5"
"20180901","토","여","60대이상","서울특별시","강남구","삼성동","5"
"20180901","토","남","40대","서울특별시","강남구","개포동","5"
"20180901","토","남","40대","서울특별시","강남구","논현동","5"
"20180901","토","남","40대","서울특별시","강남구","대치동","5"
"20180901","토","남","40대","서울특별시","강남구","삼성동","15"
"20180901","토","남","40대","서울특별시","강남구","수서동","5"
"20180901","토","남","40대","서울특별시","강남구","역삼동","7"
"20180901","토","남","40대","서울특별시","강남구","일원동","5"
"20180901","토","여","10대","서울특별시","강남구","압구정동","5"
"20180901","토","여","10대","서울특별시","강남구","삼성동","6"
"20180901","토","여","10대","서울특별시","강남구","논현동","5"
"20180901","토","여","10대","서울특별시","강남구","개포동","5"
"20180901","토","남","10대","서울특별시","강남구","역삼동","5"
"20180901","토","남","60대이상","서울특별시","강남구","역삼동","5"
"20180901","토","남","60대이상","서울특별시","강남구","세곡동","5"
"20180901","토","남","60대이상","서울특별시","강남구","삼성동","5"
"20180901","토","남","60대이상","서울특별시","강남구","도곡동","5"
"20180901","토","여","60대이상","서울특별시","강남구","논현동","5"
"20180901","토","여","60대이상","서울특별시","강남구","개포동","5"
"20180901","토","남","50대","서울특별시","강남구","개포동","5"
"20180901","토","남","50대","서울특별시","강남구","논현동","5"
"20180901","토","남","50대","서울특별시","강남구","대치동","5"
"20180901","토","남","50대","서울특별시","강남구","도곡동","5"
"20180901","토","남","50대","서울특별시","강남구","삼성동","5"
"20180901","토","남","50대","서울특별시","강남구","수서동","5"
"20180901","토","남","50대","서울특별시","강남구","압구정동","5"
"20180901","토","남","20대","서울특별시","강동구","길동","5"
"20180901","토","남","20대","서울특별시","강동구","성내동","28"
"20180901","토","남","20대","서울특별시","강동구","암사동","5"
"20180901","토","남","20대","서울특별시","강동구","천호동","5"
"20180901","토","여","30대","서울특별시","강동구","천호동","5"
"20180901","토","여","30대","서울특별시","강동구","성내동","28"
"20180901","토","여","30대","서울특별시","강동구","상일동","14"
"20180901","토","여","30대","서울특별시","강동구","길동","5"
"20180901","토","여","10대","서울특별시","강동구","상일동","5"
"20180901","토","여","10대","서울특별시","강동구","길동","5"
"20180901","토","여","50대","서울특별시","강동구","성내동","14"
"20180901","토","남","10대","서울특별시","강동구","성내동","9"
"20180901","토","남","30대","서울특별시","강동구","둔촌동","5"
"20180901","토","남","30대","서울특별시","강동구","상일동","11"
"20180901","토","남","30대","서울특별시","강동구","성내동","37"
"20180901","토","남","30대","서울특별시","강동구","암사동","5"
"20180901","토","남","30대","서울특별시","강동구","천호동","5"
"20180901","토","남","20대","서울특별시","강동구","상일동","12"
"20180901","토","여","20대","서울특별시","강동구","천호동","5"
"20180901","토","여","20대","서울특별시","강동구","암사동","5"
"20180901","토","여","20대","서울특별시","강동구","성내동","24"
"20180901","토","여","20대","서울특별시","강동구","상일동","9"
"20180901","토","여","10대","서울특별시","강동구","천호동","5"
"20180901","토","여","10대","서울특별시","강동구","성내동","5"
"20180901","토","남","10대","서울특별시","강동구","암사동","5"
"20180901","토","여","60대이상","서울특별시","강동구","성내동","5"
"20180901","토","여","60대이상","서울특별시","강동구","상일동","5"
"20180901","토","남","60대이상","서울특별시","강동구","성내동","6"
"20180901","토","남","60대이상","서울특별시","강동구","상일동","6"
"20180901","토","남","10대","서울특별시","강동구","상일동","5"
"20180901","토","남","40대","서울특별시","강동구","상일동","15"
"20180901","토","남","40대","서울특별시","강동구","성내동","31"
"20180901","토","남","40대","서울특별시","강동구","천호동","5"
"20180901","토","남","50대","서울특별시","강동구","길동","5"
"20180901","토","남","50대","서울특별시","강동구","상일동","5"
"20180901","토","남","50대","서울특별시","강동구","성내동","5"
"20180901","토","여","40대","서울특별시","강동구","천호동","5"
"20180901","토","여","40대","서울특별시","강동구","성내동","25"
"20180901","토","여","40대","서울특별시","강동구","상일동","23"
"20180901","토","여","40대","서울특별시","강동구","명일동","5"
"20180901","토","여","40대","서울특별시","강동구","둔촌동","5"
"20180901","토","여","40대","서울특별시","강동구","길동","5"
"20180901","토","여","50대","서울특별시","강동구","길동","5"
"20180901","토","여","50대","서울특별시","강동구","둔촌동","5"
"20180901","토","여","50대","서울특별시","강동구","상일동","8"
"20180901","토","여","30대","서울특별시","강북구","번동","23"
"20180901","토","여","50대","서울특별시","강북구","미아동","32"
"20180901","토","여","50대","서울특별시","강북구","번동","9"
"20180901","토","남","30대","서울특별시","강북구","미아동","49"
"20180901","토","남","30대","서울특별시","강북구","번동","19"
"20180901","토","여","20대","서울특별시","강북구","수유동","5"
"20180901","토","여","20대","서울특별시","강북구","번동","14"
"20180901","토","여","20대","서울특별시","강북구","미아동","36"
"20180901","토","남","60대이상","서울특별시","강북구","미아동","9"
"20180901","토","남","10대","서울특별시","강북구","번동","9"
"20180901","토","여","30대","서울특별시","강북구","미아동","37"
"20180901","토","여","10대","서울특별시","강북구","번동","5"
"20180901","토","여","10대","서울특별시","강북구","미아동","11"
"20180901","토","남","10대","서울특별시","강북구","미아동","19"
"20180901","토","여","60대이상","서울특별시","강북구","번동","5"
"20180901","토","여","60대이상","서울특별시","강북구","미아동","14"
"20180901","토","남","40대","서울특별시","강북구","미아동","33"
"20180901","토","남","40대","서울특별시","강북구","번동","18"
"20180901","토","남","50대","서울특별시","강북구","미아동","25"
"20180901","토","남","50대","서울특별시","강북구","번동","5"
"20180901","토","여","40대","서울특별시","강북구","번동","25"
"20180901","토","여","40대","서울특별시","강북구","미아동","79"
"20180901","토","남","20대","서울특별시","강북구","미아동","54"
"20180901","토","남","20대","서울특별시","강북구","번동","23"
"20180901","토","여","40대","서울특별시","강서구","등촌동","14"
"20180901","토","여","40대","서울특별시","강서구","공항동","5"
"20180901","토","여","40대","서울특별시","강서구","가양동","26"
"20180901","토","여","30대","서울특별시","강서구","내발산동","29"
"20180901","토","여","30대","서울특별시","강서구","공항동","5"
"20180901","토","여","30대","서울특별시","강서구","가양동","21"
"20180901","토","남","20대","서울특별시","강서구","가양동","27"
"20180901","토","남","20대","서울특별시","강서구","내발산동","14"
"20180901","토","남","20대","서울특별시","강서구","등촌동","10"
"20180901","토","남","20대","서울특별시","강서구","방화동","5"
"20180901","토","남","20대","서울특별시","강서구","화곡동","13"
"20180901","토","남","10대","서울특별시","강서구","등촌동","5"
"20180901","토","남","10대","서울특별시","강서구","방화동","5"
"20180901","토","남","30대","서울특별시","강서구","가양동","23"
"20180901","토","남","30대","서울특별시","강서구","내발산동","30"
"20180901","토","남","30대","서울특별시","강서구","등촌동","7"
"20180901","토","남","30대","서울특별시","강서구","방화동","5"
"20180901","토","남","30대","서울특별시","강서구","오쇠동","5"
"20180901","토","남","30대","서울특별시","강서구","외발산동","5"
"20180901","토","남","30대","서울특별시","강서구","화곡동","27"
"20180901","토","남","10대","서울특별시","강서구","화곡동","6"
"20180901","토","여","50대","서울특별시","강서구","화곡동","28"
"20180901","토","여","50대","서울특별시","강서구","외발산동","5"
"20180901","토","여","50대","서울특별시","강서구","등촌동","7"
"20180901","토","여","20대","서울특별시","강서구","화곡동","9"
"20180901","토","여","20대","서울특별시","강서구","등촌동","8"
"20180901","토","여","20대","서울특별시","강서구","내발산동","14"
"20180901","토","여","20대","서울특별시","강서구","가양동","15"
"20180901","토","여","50대","서울특별시","강서구","내발산동","19"
"20180901","토","여","50대","서울특별시","강서구","가양동","11"
"20180901","토","남","10대","서울특별시","강서구","내발산동","6"
"20180901","토","여","40대","서울특별시","강서구","내발산동","46"
"20180901","토","남","60대이상","서울특별시","강서구","화곡동","5"
"20180901","토","남","60대이상","서울특별시","강서구","등촌동","5"
"20180901","토","남","60대이상","서울특별시","강서구","내발산동","5"
"20180901","토","남","60대이상","서울특별시","강서구","가양동","5"
"20180901","토","남","40대","서울특별시","강서구","화곡동","17"
"20180901","토","여","10대","서울특별시","강서구","화곡동","6"
"20180901","토","여","10대","서울특별시","강서구","방화동","5"
"20180901","토","여","10대","서울특별시","강서구","마곡동","5"
"20180901","토","여","10대","서울특별시","강서구","등촌동","5"
"20180901","토","여","10대","서울특별시","강서구","내발산동","8"
"20180901","토","여","10대","서울특별시","강서구","공항동","5"
"20180901","토","여","10대","서울특별시","강서구","가양동","6"
"20180901","토","남","10대","서울특별시","강서구","가양동","10"
"20180901","토","여","20대","서울특별시","강서구","외발산동","5"
"20180901","토","여","60대이상","서울특별시","강서구","화곡동","7"
"20180901","토","여","60대이상","서울특별시","강서구","내발산동","5"
"20180901","토","여","60대이상","서울특별시","강서구","가양동","5"
"20180901","토","남","40대","서울특별시","강서구","등촌동","5"
"20180901","토","남","40대","서울특별시","강서구","내발산동","19"
"20180901","토","남","40대","서울특별시","강서구","가양동","18"
"20180901","토","여","30대","서울특별시","강서구","화곡동","23"
"20180901","토","여","30대","서울특별시","강서구","방화동","5"
"20180901","토","여","30대","서울특별시","강서구","등촌동","9"
"20180901","토","남","50대","서울특별시","강서구","가양동","8"
"20180901","토","남","50대","서울특별시","강서구","공항동","5"
"20180901","토","남","50대","서울특별시","강서구","내발산동","8"
"20180901","토","남","50대","서울특별시","강서구","등촌동","5"
"20180901","토","남","50대","서울특별시","강서구","방화동","5"
"20180901","토","남","50대","서울특별시","강서구","화곡동","10"
"20180901","토","여","40대","서울특별시","강서구","화곡동","53"
"20180901","토","여","40대","서울특별시","강서구","방화동","5"
"20180901","토","여","40대","서울특별시","관악구","신림동","89"
"20180901","토","남","10대","서울특별시","관악구","신림동","11"
"20180901","토","여","40대","서울특별시","관악구","봉천동","5"
"20180901","토","여","50대","서울특별시","관악구","신림동","33"
"20180901","토","여","10대","서울특별시","관악구","봉천동","5"
"20180901","토","여","30대","서울특별시","관악구","봉천동","5"
"20180901","토","여","10대","서울특별시","관악구","신림동","7"
"20180901","토","남","40대","서울특별시","관악구","신림동","41"
"20180901","토","남","40대","서울특별시","관악구","봉천동","5"
"20180901","토","여","30대","서울특별시","관악구","신림동","58"
"20180901","토","여","50대","서울특별시","관악구","봉천동","5"
"20180901","토","여","60대이상","서울특별시","관악구","신림동","10"
"20180901","토","남","20대","서울특별시","관악구","신림동","115"
"20180901","토","남","20대","서울특별시","관악구","봉천동","7"
"20180901","토","남","60대이상","서울특별시","관악구","신림동","8"
"20180901","토","남","50대","서울특별시","관악구","봉천동","5"
"20180901","토","여","60대이상","서울특별시","관악구","봉천동","5"
"20180901","토","남","50대","서울특별시","관악구","신림동","25"
"20180901","토","남","30대","서울특별시","관악구","신림동","71"
"20180901","토","여","20대","서울특별시","관악구","봉천동","10"
"20180901","토","여","20대","서울특별시","관악구","신림동","58"
"20180901","토","남","10대","서울특별시","관악구","봉천동","5"
"20180901","토","남","30대","서울특별시","관악구","봉천동","5"
"20180901","토","남","20대","서울특별시","광진구","능동","5"
"20180901","토","여","30대","서울특별시","광진구","능동","5"
"20180901","토","여","20대","서울특별시","광진구","중곡동","5"
"20180901","토","여","20대","서울특별시","광진구","자양동","5"
"20180901","토","남","50대","서울특별시","광진구","광장동","5"
"20180901","토","남","50대","서울특별시","광진구","자양동","5"
"20180901","토","여","10대","서울특별시","광진구","자양동","5"
"20180901","토","여","40대","서울특별시","광진구","자양동","5"
"20180901","토","남","20대","서울특별시","광진구","광장동","5"
"20180901","토","남","20대","서울특별시","광진구","자양동","5"
"20180901","토","남","10대","서울특별시","광진구","자양동","5"
"20180901","토","남","40대","서울특별시","광진구","광장동","5"
"20180901","토","남","40대","서울특별시","광진구","자양동","5"
"20180901","토","여","40대","서울특별시","광진구","능동","5"
"20180901","토","여","30대","서울특별시","광진구","자양동","5"
"20180901","토","남","30대","서울특별시","광진구","광장동","5"
"20180901","토","남","30대","서울특별시","광진구","능동","5"
"20180901","토","남","30대","서울특별시","광진구","자양동","5"
"20180901","토","여","60대이상","서울특별시","광진구","자양동","5"
"20180901","토","여","20대","서울특별시","구로구","개봉동","18"
"20180901","토","남","20대","서울특별시","구로구","개봉동","11"
"20180901","토","여","50대","서울특별시","구로구","개봉동","15"
"20180901","토","여","40대","서울특별시","구로구","개봉동","37"
"20180901","토","남","20대","서울특별시","구로구","구로동","5"
"20180901","토","남","10대","서울특별시","구로구","구로동","5"
"20180901","토","남","20대","서울특별시","구로구","궁동","5"
"20180901","토","남","60대이상","서울특별시","구로구","개봉동","5"
"20180901","토","남","30대","서울특별시","구로구","개봉동","24"
"20180901","토","여","20대","서울특별시","구로구","신도림동","5"
"20180901","토","남","30대","서울특별시","구로구","구로동","5"
"20180901","토","여","60대이상","서울특별시","구로구","개봉동","5"
"20180901","토","여","10대","서울특별시","구로구","개봉동","5"
"20180901","토","여","30대","서울특별시","구로구","구로동","5"
"20180901","토","여","30대","서울특별시","구로구","개봉동","22"
"20180901","토","여","40대","서울특별시","구로구","궁동","5"
"20180901","토","남","50대","서울특별시","구로구","개봉동","5"
"20180901","토","남","40대","서울특별시","구로구","개봉동","22"
"20180901","토","여","20대","서울특별시","구로구","구로동","5"
"20180901","토","여","20대","서울특별시","구로구","궁동","5"
"20180901","토","여","40대","서울특별시","구로구","구로동","5"
"20180901","토","남","20대","서울특별시","구로구","가리봉동","5"
"20180901","토","남","10대","서울특별시","구로구","개봉동","5"
"20180901","토","남","10대","서울특별시","금천구","가산동","5"
"20180901","토","남","20대","서울특별시","금천구","가산동","9"
"20180901","토","남","20대","서울특별시","금천구","독산동","5"
"20180901","토","여","50대","서울특별시","금천구","가산동","6"
"20180901","토","남","40대","서울특별시","금천구","시흥동","5"
"20180901","토","남","30대","서울특별시","금천구","가산동","9"
"20180901","토","여","40대","서울특별시","금천구","가산동","9"
"20180901","토","남","60대이상","서울특별시","금천구","시흥동","5"
"20180901","토","여","20대","서울특별시","금천구","가산동","6"
"20180901","토","남","30대","서울특별시","금천구","독산동","5"
"20180901","토","남","30대","서울특별시","금천구","시흥동","5"
"20180901","토","남","40대","서울특별시","금천구","가산동","5"
"20180901","토","여","40대","서울특별시","금천구","시흥동","5"
"20180901","토","여","30대","서울특별시","금천구","가산동","8"
"20180901","토","여","30대","서울특별시","금천구","독산동","5"
"20180901","토","여","60대이상","서울특별시","금천구","가산동","5"
"20180901","토","여","60대이상","서울특별시","금천구","독산동","5"
"20180901","토","여","30대","서울특별시","금천구","시흥동","5"
"20180901","토","남","40대","서울특별시","금천구","독산동","5"
"20180901","토","여","20대","서울특별시","금천구","시흥동","5"
"20180901","토","여","10대","서울특별시","금천구","시흥동","5"
"20180901","토","남","50대","서울특별시","금천구","가산동","5"
"20180901","토","남","20대","서울특별시","금천구","시흥동","5"
"20180901","토","남","10대","서울특별시","금천구","시흥동","5"
"20180901","토","여","50대","서울특별시","노원구","상계동","24"
"20180901","토","남","10대","서울특별시","노원구","상계동","11"
"20180901","토","여","20대","서울특별시","노원구","중계동","5"
"20180901","토","여","20대","서울특별시","노원구","월계동","5"
"20180901","토","여","20대","서울특별시","노원구","상계동","21"
"20180901","토","여","20대","서울특별시","노원구","공릉동","5"
"20180901","토","여","60대이상","서울특별시","노원구","상계동","11"
"20180901","토","남","60대이상","서울특별시","노원구","하계동","5"
"20180901","토","남","60대이상","서울특별시","노원구","상계동","5"
"20180901","토","남","20대","서울특별시","노원구","상계동","45"
"20180901","토","남","20대","서울특별시","노원구","월계동","5"
"20180901","토","남","30대","서울특별시","노원구","공릉동","5"
"20180901","토","남","30대","서울특별시","노원구","상계동","42"
"20180901","토","남","30대","서울특별시","노원구","월계동","5"
"20180901","토","남","20대","서울특별시","노원구","중계동","5"
"20180901","토","남","40대","서울특별시","노원구","공릉동","5"
"20180901","토","여","10대","서울특별시","노원구","상계동","6"
"20180901","토","여","40대","서울특별시","노원구","중계동","5"
"20180901","토","여","40대","서울특별시","노원구","상계동","59"
"20180901","토","남","40대","서울특별시","노원구","상계동","32"
"20180901","토","남","50대","서울특별시","노원구","상계동","14"
"20180901","토","여","30대","서울특별시","노원구","중계동","5"
"20180901","토","여","30대","서울특별시","노원구","상계동","27"
"20180901","토","여","30대","서울특별시","노원구","공릉동","5"
"20180901","토","남","40대","서울특별시","노원구","월계동","5"
"20180901","토","여","10대","서울특별시","노원구","공릉동","5"
"20180901","토","남","10대","서울특별시","노원구","월계동","5"
"20180901","토","남","20대","서울특별시","노원구","공릉동","5"
"20180901","토","남","50대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","10대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","50대","서울특별시","도봉구","도봉동","5"
"20180901","토","여","30대","서울특별시","도봉구","쌍문동","5"
"20180901","토","여","20대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","10대","서울특별시","도봉구","방학동","5"
"20180901","토","여","10대","서울특별시","도봉구","도봉동","5"
"20180901","토","여","10대","서울특별시","도봉구","쌍문동","5"
"20180901","토","여","40대","서울특별시","도봉구","도봉동","5"
"20180901","토","여","40대","서울특별시","도봉구","쌍문동","6"
"20180901","토","여","50대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","20대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","20대","서울특별시","도봉구","도봉동","5"
"20180901","토","남","30대","서울특별시","도봉구","쌍문동","5"
"20180901","토","남","30대","서울특별시","도봉구","방학동","5"
"20180901","토","남","30대","서울특별시","도봉구","도봉동","5"
"20180901","토","남","50대","서울특별시","도봉구","방학동","5"
"20180901","토","여","60대이상","서울특별시","도봉구","쌍문동","5"
"20180901","토","여","20대","서울특별시","도봉구","방학동","5"
"20180901","토","남","40대","서울특별시","도봉구","방학동","5"
"20180901","토","남","40대","서울특별시","도봉구","쌍문동","5"
"20180901","토","여","40대","서울특별시","동대문구","답십리동","5"
"20180901","토","여","40대","서울특별시","동대문구","전농동","5"
"20180901","토","여","40대","서울특별시","동대문구","제기동","26"
"20180901","토","남","20대","서울특별시","동대문구","답십리동","5"
"20180901","토","남","20대","서울특별시","동대문구","용두동","5"
"20180901","토","남","20대","서울특별시","동대문구","장안동","15"
"20180901","토","남","20대","서울특별시","동대문구","전농동","5"
"20180901","토","남","20대","서울특별시","동대문구","제기동","38"
"20180901","토","여","60대이상","서울특별시","동대문구","제기동","5"
"20180901","토","여","60대이상","서울특별시","동대문구","장안동","5"
"20180901","토","남","30대","서울특별시","동대문구","장안동","17"
"20180901","토","남","30대","서울특별시","동대문구","제기동","13"
"20180901","토","남","40대","서울특별시","동대문구","답십리동","5"
"20180901","토","남","40대","서울특별시","동대문구","장안동","22"
