"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20180601","금","남","40대","서울특별시","강남구","삼성동","중국집","79"
"20180601","금","남","10대","서울특별시","강남구","삼성동","중국집","6"
"20180601","금","여","30대","서울특별시","강남구","역삼동","중국집","41"
"20180601","금","여","30대","서울특별시","강남구","세곡동","중국집","7"
"20180601","금","여","30대","서울특별시","강남구","삼성동","중국집","48"
"20180601","금","여","30대","서울특별시","강남구","대치동","중국집","5"
"20180601","금","남","50대","서울특별시","강남구","수서동","중국집","5"
"20180601","금","남","40대","서울특별시","강남구","세곡동","중국집","9"
"20180601","금","여","20대","서울특별시","강남구","일원동","중국집","5"
"20180601","금","여","20대","서울특별시","강남구","세곡동","중국집","5"
"20180601","금","여","20대","서울특별시","강남구","삼성동","중국집","24"
"20180601","금","여","20대","서울특별시","강남구","대치동","중국집","5"
"20180601","금","여","20대","서울특별시","강남구","논현동","중국집","16"
"20180601","금","남","60대이상","서울특별시","강남구","개포동","중국집","5"
"20180601","금","남","60대이상","서울특별시","강남구","대치동","중국집","5"
"20180601","금","남","10대","서울특별시","강남구","대치동","중국집","5"
"20180601","금","여","10대","서울특별시","강남구","삼성동","중국집","5"
"20180601","금","남","60대이상","서울특별시","강남구","수서동","중국집","5"
"20180601","금","남","60대이상","서울특별시","강남구","역삼동","중국집","18"
"20180601","금","남","40대","서울특별시","강남구","대치동","중국집","5"
"20180601","금","여","50대","서울특별시","강남구","일원동","중국집","5"
"20180601","금","여","50대","서울특별시","강남구","역삼동","중국집","7"
"20180601","금","여","50대","서울특별시","강남구","삼성동","중국집","28"
"20180601","금","여","50대","서울특별시","강남구","도곡동","중국집","7"
"20180601","금","남","40대","서울특별시","강남구","수서동","중국집","5"
"20180601","금","남","40대","서울특별시","강남구","도곡동","중국집","6"
"20180601","금","남","30대","서울특별시","강남구","압구정동","중국집","5"
"20180601","금","남","20대","서울특별시","강남구","논현동","중국집","16"
"20180601","금","남","20대","서울특별시","강남구","도곡동","중국집","5"
"20180601","금","남","20대","서울특별시","강남구","수서동","중국집","5"
"20180601","금","남","20대","서울특별시","강남구","압구정동","중국집","5"
"20180601","금","남","40대","서울특별시","강남구","논현동","중국집","56"
"20180601","금","남","30대","서울특별시","강남구","세곡동","중국집","8"
"20180601","금","남","10대","서울특별시","강남구","세곡동","중국집","5"
"20180601","금","여","60대이상","서울특별시","강남구","일원동","중국집","5"
"20180601","금","여","60대이상","서울특별시","강남구","수서동","중국집","5"
"20180601","금","남","50대","서울특별시","강남구","개포동","중국집","7"
"20180601","금","남","50대","서울특별시","강남구","논현동","중국집","20"
"20180601","금","남","50대","서울특별시","강남구","대치동","중국집","5"
"20180601","금","남","10대","서울특별시","강남구","역삼동","중국집","5"
"20180601","금","남","10대","서울특별시","강남구","일원동","중국집","5"
