"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20181101","목","남","20대","서울특별시","강남구","도곡동","중국집","5"
"20181101","목","남","20대","서울특별시","강남구","세곡동","중국집","5"
"20181101","목","남","30대","서울특별시","강남구","대치동","중국집","5"
"20181101","목","남","30대","서울특별시","강남구","삼성동","중국집","61"
"20181101","목","남","30대","서울특별시","강남구","역삼동","중국집","63"
"20181101","목","남","30대","서울특별시","강남구","일원동","중국집","5"
"20181101","목","남","30대","서울특별시","강남구","수서동","중국집","5"
"20181101","목","남","40대","서울특별시","강남구","개포동","중국집","5"
"20181101","목","남","40대","서울특별시","강남구","도곡동","중국집","5"
"20181101","목","남","20대","서울특별시","강남구","대치동","중국집","5"
"20181101","목","남","50대","서울특별시","강남구","개포동","중국집","5"
"20181101","목","남","50대","서울특별시","강남구","논현동","중국집","24"
"20181101","목","남","50대","서울특별시","강남구","삼성동","중국집","39"
"20181101","목","남","10대","서울특별시","강남구","논현동","중국집","5"
"20181101","목","남","40대","서울특별시","강남구","역삼동","중국집","59"
"20181101","목","남","50대","서울특별시","강남구","수서동","중국집","5"
"20181101","목","남","50대","서울특별시","강남구","역삼동","중국집","33"
"20181101","목","남","60대이상","서울특별시","강남구","논현동","중국집","5"
"20181101","목","남","20대","서울특별시","강남구","역삼동","중국집","27"
"20181101","목","남","60대이상","서울특별시","강남구","대치동","중국집","5"
"20181101","목","남","60대이상","서울특별시","강남구","삼성동","중국집","32"
"20181101","목","남","60대이상","서울특별시","강남구","세곡동","중국집","5"
"20181101","목","남","40대","서울특별시","강남구","삼성동","중국집","106"
"20181101","목","여","10대","서울특별시","강남구","세곡동","중국집","5"
"20181101","목","남","10대","서울특별시","강남구","개포동","중국집","5"
"20181101","목","남","30대","서울특별시","강남구","논현동","중국집","35"
"20181101","목","여","20대","서울특별시","강남구","논현동","중국집","16"
"20181101","목","남","50대","서울특별시","강남구","세곡동","중국집","5"
"20181101","목","여","20대","서울특별시","강남구","대치동","중국집","5"
"20181101","목","여","20대","서울특별시","강남구","삼성동","중국집","19"
"20181101","목","남","10대","서울특별시","강남구","역삼동","중국집","7"
"20181101","목","남","10대","서울특별시","강남구","삼성동","중국집","8"
"20181101","목","여","20대","서울특별시","강남구","수서동","중국집","5"
"20181101","목","여","20대","서울특별시","강남구","역삼동","중국집","31"
