"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20180301","목","남","20대","서울특별시","강남구","개포동","치킨","6"
"20180301","목","남","20대","서울특별시","강남구","삼성동","치킨","31"
"20180301","목","남","20대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","20대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","남","30대","서울특별시","강남구","삼성동","치킨","47"
"20180301","목","남","30대","서울특별시","강남구","일원동","치킨","9"
"20180301","목","남","40대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","40대","서울특별시","강남구","삼성동","치킨","49"
"20180301","목","남","40대","서울특별시","강남구","일원동","치킨","5"
"20180301","목","남","50대","서울특별시","강남구","논현동","치킨","8"
"20180301","목","남","10대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","남","50대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","50대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","60대이상","서울특별시","강남구","삼성동","치킨","5"
"20180301","목","남","30대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","60대이상","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","20대","서울특별시","강남구","논현동","치킨","23"
"20180301","목","여","10대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","남","40대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","여","10대","서울특별시","강남구","논현동","치킨","5"
"20180301","목","여","10대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","60대이상","서울특별시","강남구","역삼동","치킨","5"
"20180301","목","남","20대","서울특별시","강남구","역삼동","치킨","29"
"20180301","목","여","10대","서울특별시","강남구","삼성동","치킨","5"
"20180301","목","여","10대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","50대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","논현동","치킨","17"
"20180301","목","남","20대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","40대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","삼성동","치킨","23"
"20180301","목","남","50대","서울특별시","강남구","삼성동","치킨","30"
"20180301","목","남","10대","서울특별시","강남구","역삼동","치킨","6"
"20180301","목","여","20대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","역삼동","치킨","27"
"20180301","목","여","20대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","남","10대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","남","30대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","남","40대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","세곡동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","남","20대","서울특별시","강남구","일원동","치킨","10"
"20180301","목","여","30대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","삼성동","치킨","35"
"20180301","목","여","30대","서울특별시","강남구","세곡동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","수서동","치킨","7"
"20180301","목","여","30대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","60대이상","서울특별시","강남구","논현동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","역삼동","치킨","46"
"20180301","목","여","20대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","여","30대","서울특별시","강남구","일원동","치킨","9"
"20180301","목","여","40대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","여","40대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","남","10대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","남","50대","서울특별시","강남구","역삼동","치킨","8"
"20180301","목","여","20대","서울특별시","강남구","일원동","치킨","8"
"20180301","목","여","40대","서울특별시","강남구","도곡동","치킨","9"
"20180301","목","남","10대","서울특별시","강남구","논현동","치킨","5"
"20180301","목","남","40대","서울특별시","강남구","논현동","치킨","34"
"20180301","목","여","40대","서울특별시","강남구","세곡동","치킨","5"
"20180301","목","여","10대","서울특별시","강남구","역삼동","치킨","5"
"20180301","목","여","20대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","여","40대","서울특별시","강남구","수서동","치킨","6"
"20180301","목","남","30대","서울특별시","강남구","논현동","치킨","24"
"20180301","목","여","40대","서울특별시","강남구","역삼동","치킨","53"
"20180301","목","여","40대","서울특별시","강남구","일원동","치킨","7"
"20180301","목","여","40대","서울특별시","강남구","삼성동","치킨","76"
"20180301","목","여","50대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","남","10대","서울특별시","강남구","삼성동","치킨","10"
"20180301","목","남","30대","서울특별시","강남구","개포동","치킨","5"
"20180301","목","여","50대","서울특별시","강남구","논현동","치킨","11"
"20180301","목","여","50대","서울특별시","강남구","대치동","치킨","5"
"20180301","목","남","30대","서울특별시","강남구","역삼동","치킨","39"
"20180301","목","여","50대","서울특별시","강남구","도곡동","치킨","5"
"20180301","목","남","10대","서울특별시","강남구","일원동","치킨","5"
"20180301","목","여","50대","서울특별시","강남구","삼성동","치킨","31"
"20180301","목","남","40대","서울특별시","강남구","역삼동","치킨","32"
"20180301","목","여","50대","서울특별시","강남구","세곡동","치킨","5"
"20180301","목","여","50대","서울특별시","강남구","수서동","치킨","5"
"20180301","목","여","50대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","여","50대","서울특별시","강남구","역삼동","치킨","14"
"20180301","목","여","50대","서울특별시","강남구","일원동","치킨","5"
"20180301","목","여","40대","서울특별시","강남구","논현동","치킨","35"
"20180301","목","남","40대","서울특별시","강남구","압구정동","치킨","5"
"20180301","목","여","60대이상","서울특별시","강남구","개포동","치킨","5"
"20180301","목","여","60대이상","서울특별시","강남구","논현동","치킨","8"
"20180301","목","여","30대","서울특별시","강남구","논현동","치킨","30"
"20180301","목","여","60대이상","서울특별시","강남구","삼성동","치킨","5"
"20180301","목","여","60대이상","서울특별시","강남구","역삼동","치킨","7"
"20180301","목","여","60대이상","서울특별시","강남구","일원동","치킨","5"
"20180301","목","남","10대","서울특별시","강동구","길동","치킨","22"
"20180301","목","남","20대","서울특별시","강동구","둔촌동","치킨","5"
"20180301","목","남","10대","서울특별시","강동구","성내동","치킨","5"
"20180301","목","남","30대","서울특별시","강동구","명일동","치킨","5"
"20180301","목","남","30대","서울특별시","강동구","성내동","치킨","8"
"20180301","목","남","50대","서울특별시","강동구","길동","치킨","31"
"20180301","목","남","50대","서울특별시","강동구","상일동","치킨","5"
"20180301","목","남","50대","서울특별시","강동구","천호동","치킨","5"
"20180301","목","남","60대이상","서울특별시","강동구","길동","치킨","13"
"20180301","목","여","10대","서울특별시","강동구","명일동","치킨","5"
"20180301","목","남","30대","서울특별시","강동구","길동","치킨","60"
"20180301","목","여","10대","서울특별시","강동구","길동","치킨","5"
"20180301","목","여","10대","서울특별시","강동구","천호동","치킨","5"
"20180301","목","여","20대","서울특별시","강동구","길동","치킨","29"
"20180301","목","여","20대","서울특별시","강동구","명일동","치킨","5"
"20180301","목","여","10대","서울특별시","강동구","성내동","치킨","5"
"20180301","목","여","20대","서울특별시","강동구","상일동","치킨","5"
